age,income,employment_type,credit_history_bad,prev_loans,loan_amount,loan_term_days,region,education,default
66.0,66099.0,ИП,0.0,1.0,18810,21,НСК,среднее_специальное,0
34.0,38555.0,наемный,1.0,2.0,4001,30,НСК,среднее_специальное,0
61.0,40335.0,наемный,0.0,2.0,17745,21,НСК,среднее_специальное,0
45.0,50893.0,наемный,0.0,2.0,14229,21,Москва,высшее,0
47.0,38861.0,наемный,0.0,2.0,11206,14,,среднее,0
,40150.0,наемный,0.0,0.0,9796,14,СПб,высшее,0
63.0,34003.0,наемный,0.0,3.0,9284,14,НСК,среднее_специальное,0
23.0,29307.0,пенсионер,0.0,1.0,11436,21,ЕКБ,высшее,0
52.0,43498.0,наемный,0.0,1.0,16540,21,СПб,высшее,0
58.0,24007.0,безработный,0.0,0.0,10163,14,Москва,среднее,0
54.0,5000.0,студент,1.0,1.0,2449,7,ЕКБ,высшее,1
41.0,35421.0,наемный,0.0,3.0,9084,30,НСК,среднее_специальное,0
46.0,47921.0,наемный,0.0,3.0,11289,14,НСК,среднее_специальное,1
66.0,42522.0,наемный,1.0,3.0,12646,7,,среднее_специальное,1
63.0,15937.0,пенсионер,0.0,2.0,2577,7,Москва,среднее_специальное,1
48.0,23065.0,студент,0.0,0.0,9300,30,НСК,среднее,1
52.0,5000.0,безработный,0.0,1.0,1662,7,СПб,высшее,1
50.0,47842.0,наемный,0.0,1.0,8828,14,СПб,среднее_специальное,0
69.0,47347.0,ИП,0.0,2.0,21098,21,НСК,среднее,0
38.0,58857.0,,1.0,4.0,20460,14,НСК,среднее_специальное,0
49.0,24554.0,наемный,0.0,2.0,2789,14,,среднее_специальное,1
40.0,51522.0,наемный,0.0,0.0,9202,30,Москва,среднее_специальное,0
50.0,39183.0,наемный,1.0,1.0,17884,30,ЕКБ,высшее,0
20.0,11333.0,безработный,1.0,3.0,2860,14,НСК,высшее,1
35.0,41853.0,наемный,0.0,1.0,20664,14,НСК,,0
42.0,46319.0,наемный,1.0,2.0,14446,14,ЕКБ,среднее,1
59.0,30955.0,наемный,0.0,2.0,5669,14,СПб,среднее_специальное,0
48.0,16842.0,пенсионер,1.0,3.0,5685,14,НСК,высшее,0
20.0,21496.0,безработный,1.0,3.0,3029,14,НСК,высшее,1
57.0,22926.0,наемный,0.0,2.0,9697,14,НСК,среднее,0
63.0,34157.0,наемный,,0.0,11993,30,ЕКБ,высшее,0
41.0,70406.0,наемный,0.0,3.0,34187,14,НСК,среднее_специальное,0
67.0,5000.0,студент,0.0,2.0,1880,21,НСК,неоконченное,0
49.0,51478.0,наемный,0.0,1.0,6159,14,НСК,среднее_специальное,0
64.0,34140.0,наемный,1.0,3.0,9920,21,НСК,высшее,0
,45090.0,наемный,0.0,1.0,14091,14,НСК,высшее,0
40.0,46543.0,наемный,0.0,2.0,21722,7,Москва,среднее,1
19.0,36289.0,пенсионер,1.0,4.0,9906,30,СПб,высшее,1
44.0,37997.0,наемный,0.0,5.0,12820,21,Москва,среднее,1
59.0,59888.0,наемный,0.0,4.0,10443,14,НСК,высшее,0
19.0,34106.0,наемный,0.0,3.0,6747,30,НСК,неоконченное,1
43.0,42342.0,наемный,0.0,3.0,13525,30,,среднее,1
34.0,12452.0,студент,0.0,0.0,4716,14,ЕКБ,высшее,1
57.0,28780.0,наемный,1.0,2.0,7891,14,СПб,среднее,1
50.0,22141.0,пенсионер,0.0,1.0,6045,21,ЕКБ,среднее_специальное,1
26.0,16615.0,безработный,0.0,1.0,3362,14,Москва,среднее,0
60.0,35678.0,наемный,0.0,2.0,13530,7,Москва,среднее,1
65.0,64409.0,наемный,0.0,4.0,6581,14,Москва,высшее,0
56.0,31613.0,наемный,0.0,3.0,9645,30,НСК,высшее,0
46.0,26794.0,безработный,0.0,3.0,2717,21,ЕКБ,высшее,0
59.0,48564.0,наемный,1.0,0.0,16384,30,ЕКБ,среднее,0
43.0,39861.0,наемный,0.0,2.0,4478,7,НСК,высшее,0
52.0,31347.0,наемный,0.0,3.0,14922,14,Москва,,1
67.0,7317.0,безработный,0.0,2.0,2130,14,Москва,среднее_специальное,0
42.0,34820.0,наемный,1.0,3.0,13009,30,ЕКБ,среднее,1
41.0,22142.0,наемный,0.0,,9774,7,Москва,неоконченное,0
30.0,29965.0,наемный,0.0,3.0,5818,14,ЕКБ,среднее_специальное,0
24.0,25175.0,,0.0,5.0,7955,21,Москва,среднее_специальное,0
53.0,38458.0,пенсионер,0.0,1.0,17128,21,Москва,среднее_специальное,0
62.0,46184.0,наемный,0.0,4.0,14553,21,Москва,среднее_специальное,0
37.0,32859.0,пенсионер,1.0,1.0,8448,14,СПб,среднее_специальное,1
18.0,65888.0,ИП,1.0,4.0,16310,7,НСК,среднее_специальное,1
25.0,41669.0,наемный,0.0,0.0,10569,21,Москва,высшее,0
63.0,74606.0,ИП,0.0,3.0,25826,14,ЕКБ,среднее,0
33.0,33892.0,наемный,0.0,,4008,7,,высшее,0
31.0,41066.0,наемный,0.0,3.0,10929,7,ЕКБ,высшее,0
29.0,67470.0,ИП,0.0,4.0,21876,14,НСК,высшее,0
68.0,26787.0,наемный,0.0,1.0,11104,14,Москва,неоконченное,0
40.0,90965.0,ИП,0.0,0.0,28380,30,Москва,неоконченное,0
32.0,40285.0,наемный,0.0,1.0,18952,14,НСК,среднее,0
45.0,11419.0,студент,,3.0,3168,14,СПб,высшее,0
51.0,52568.0,наемный,0.0,1.0,18941,7,НСК,,0
19.0,49149.0,наемный,0.0,1.0,5260,30,НСК,среднее_специальное,0
49.0,40380.0,наемный,0.0,1.0,7889,30,НСК,высшее,0
40.0,16301.0,безработный,0.0,1.0,6947,30,НСК,неоконченное,0
39.0,5000.0,безработный,0.0,3.0,1672,14,Москва,среднее,0
68.0,34435.0,наемный,1.0,2.0,16476,14,НСК,среднее_специальное,1
42.0,30172.0,пенсионер,0.0,4.0,12103,14,СПб,неоконченное,0
39.0,44438.0,наемный,0.0,2.0,12436,14,Москва,среднее_специальное,0
39.0,52211.0,наемный,0.0,4.0,21484,7,Москва,среднее,0
66.0,23794.0,пенсионер,0.0,0.0,6831,7,СПб,неоконченное,0
69.0,11127.0,пенсионер,0.0,,2582,30,НСК,,0
59.0,70567.0,ИП,0.0,5.0,8386,21,НСК,высшее,0
23.0,39360.0,пенсионер,0.0,2.0,17564,7,Москва,высшее,0
,48982.0,наемный,0.0,1.0,13106,30,Москва,среднее_специальное,0
60.0,23363.0,пенсионер,0.0,1.0,8739,7,Москва,высшее,0
54.0,50443.0,наемный,0.0,4.0,8132,21,НСК,среднее_специальное,1
50.0,74289.0,наемный,0.0,1.0,32062,21,ЕКБ,среднее_специальное,0
25.0,41151.0,наемный,0.0,1.0,17681,7,НСК,среднее,0
61.0,26882.0,наемный,1.0,1.0,7872,14,ЕКБ,среднее_специальное,0
61.0,34137.0,наемный,0.0,0.0,12591,7,,,0
22.0,46254.0,наемный,1.0,3.0,14273,7,Москва,среднее_специальное,1
56.0,23951.0,наемный,0.0,4.0,7686,7,ЕКБ,высшее,0
21.0,41694.0,наемный,0.0,0.0,18992,14,НСК,среднее_специальное,0
23.0,43803.0,наемный,0.0,3.0,21321,30,НСК,высшее,0
62.0,55351.0,наемный,0.0,4.0,13671,14,ЕКБ,среднее_специальное,1
49.0,53101.0,наемный,1.0,3.0,12356,21,НСК,,0
69.0,23645.0,безработный,0.0,1.0,5237,7,НСК,высшее,1
,5000.0,пенсионер,0.0,2.0,2041,30,НСК,,0
64.0,24210.0,безработный,0.0,3.0,9421,14,НСК,неоконченное,1
52.0,47055.0,наемный,0.0,0.0,5529,7,НСК,,0
57.0,17559.0,безработный,0.0,3.0,2377,14,СПб,,1
69.0,22697.0,наемный,1.0,0.0,8136,7,ЕКБ,среднее,0
33.0,32232.0,наемный,0.0,1.0,6768,7,ЕКБ,среднее_специальное,0
30.0,28331.0,наемный,0.0,4.0,3870,21,Москва,среднее,0
67.0,5000.0,пенсионер,0.0,1.0,1327,14,НСК,среднее_специальное,0
59.0,39970.0,наемный,1.0,0.0,18026,14,,среднее,0
47.0,32021.0,наемный,1.0,2.0,7893,14,Москва,высшее,0
36.0,66253.0,наемный,0.0,,25060,14,Москва,,0
34.0,23312.0,пенсионер,1.0,4.0,10728,7,НСК,среднее,1
36.0,72937.0,ИП,0.0,1.0,12233,14,Москва,среднее,0
45.0,24309.0,наемный,0.0,0.0,8359,7,ЕКБ,высшее,0
43.0,34699.0,наемный,0.0,2.0,16067,30,ЕКБ,высшее,0
54.0,40968.0,наемный,0.0,0.0,7266,14,,среднее,0
43.0,,ИП,0.0,2.0,25229,7,ЕКБ,высшее,1
40.0,35777.0,наемный,0.0,3.0,8802,14,НСК,высшее,0
26.0,22820.0,пенсионер,,6.0,4267,30,,среднее_специальное,1
29.0,37660.0,наемный,0.0,,16386,14,Москва,высшее,0
18.0,78551.0,ИП,0.0,3.0,22556,14,ЕКБ,среднее_специальное,0
18.0,,наемный,1.0,0.0,16123,14,НСК,среднее_специальное,0
64.0,44795.0,наемный,0.0,6.0,13252,14,НСК,среднее,0
51.0,45396.0,наемный,0.0,1.0,16225,14,ЕКБ,среднее,0
49.0,46126.0,наемный,0.0,5.0,5265,21,Москва,неоконченное,0
65.0,39171.0,наемный,1.0,2.0,9403,14,СПб,среднее_специальное,0
42.0,11792.0,безработный,0.0,4.0,4279,21,СПб,среднее,1
57.0,41668.0,,0.0,3.0,10013,14,Москва,высшее,0
62.0,71568.0,ИП,0.0,0.0,29364,7,НСК,неоконченное,0
18.0,36262.0,пенсионер,1.0,2.0,17563,30,ЕКБ,среднее_специальное,0
33.0,37596.0,наемный,0.0,6.0,4322,14,НСК,среднее,0
56.0,22678.0,безработный,0.0,1.0,10026,7,НСК,неоконченное,0
22.0,58054.0,ИП,0.0,4.0,9731,7,НСК,высшее,0
39.0,40338.0,наемный,1.0,2.0,18835,14,ЕКБ,высшее,0
46.0,20264.0,пенсионер,0.0,2.0,9700,21,НСК,среднее_специальное,0
20.0,38183.0,наемный,0.0,1.0,12511,14,СПб,среднее_специальное,0
29.0,53413.0,наемный,0.0,1.0,15575,30,НСК,высшее,0
43.0,15924.0,безработный,0.0,2.0,6423,14,НСК,среднее,0
33.0,41352.0,наемный,0.0,4.0,19320,7,НСК,,0
68.0,25527.0,наемный,1.0,2.0,4926,7,ЕКБ,среднее_специальное,0
54.0,36907.0,наемный,1.0,2.0,9336,30,НСК,высшее,0
39.0,22586.0,пенсионер,0.0,0.0,6030,30,НСК,высшее,0
46.0,5000.0,студент,0.0,3.0,2191,7,НСК,среднее,0
31.0,40216.0,наемный,0.0,2.0,6224,7,СПб,высшее,0
45.0,55708.0,ИП,0.0,2.0,19454,30,Москва,среднее_специальное,0
,10799.0,студент,0.0,7.0,2595,7,ЕКБ,среднее_специальное,1
64.0,41215.0,наемный,0.0,4.0,18720,14,НСК,высшее,0
66.0,30442.0,наемный,0.0,3.0,7181,30,Москва,неоконченное,0
47.0,11012.0,безработный,0.0,3.0,5408,30,ЕКБ,высшее,0
63.0,25773.0,пенсионер,,1.0,2738,14,СПб,среднее,1
69.0,36842.0,пенсионер,0.0,0.0,7214,14,НСК,высшее,0
22.0,42567.0,наемный,1.0,0.0,12043,30,НСК,среднее_специальное,0
29.0,33380.0,наемный,1.0,0.0,6760,14,НСК,среднее_специальное,0
33.0,43990.0,наемный,1.0,,17374,14,Москва,среднее,1
43.0,57075.0,наемный,0.0,2.0,24303,14,НСК,высшее,0
43.0,49167.0,наемный,0.0,2.0,18634,30,Москва,высшее,0
65.0,20475.0,безработный,0.0,2.0,9995,14,НСК,высшее,1
38.0,47255.0,наемный,1.0,4.0,13345,14,ЕКБ,среднее,1
56.0,39399.0,пенсионер,0.0,2.0,19380,14,Москва,среднее,0
53.0,50756.0,наемный,1.0,4.0,7605,30,НСК,высшее,0
50.0,45667.0,наемный,0.0,0.0,20019,21,НСК,высшее,0
47.0,50686.0,наемный,0.0,3.0,5847,21,Москва,среднее,0
54.0,29183.0,наемный,0.0,1.0,9127,21,НСК,высшее,0
40.0,24977.0,наемный,1.0,2.0,7337,14,НСК,среднее,1
27.0,11570.0,студент,0.0,4.0,5119,7,Москва,среднее,1
22.0,25686.0,пенсионер,0.0,5.0,9768,30,НСК,среднее_специальное,0
53.0,34560.0,наемный,0.0,6.0,9553,21,ЕКБ,неоконченное,1
51.0,48258.0,наемный,0.0,,22115,21,НСК,среднее_специальное,0
69.0,5000.0,,0.0,2.0,2271,21,СПб,среднее_специальное,0
48.0,34652.0,наемный,0.0,2.0,3808,14,НСК,среднее,0
27.0,35150.0,наемный,0.0,0.0,15761,14,НСК,среднее,1
36.0,23636.0,наемный,0.0,7.0,7342,14,Москва,среднее,0
49.0,24947.0,студент,1.0,2.0,10866,14,НСК,среднее,1
18.0,26407.0,,1.0,4.0,4555,14,НСК,среднее,1
22.0,34116.0,наемный,0.0,2.0,5473,21,НСК,высшее,1
62.0,19079.0,студент,0.0,3.0,7419,21,НСК,среднее_специальное,0
21.0,46460.0,наемный,0.0,3.0,9763,30,НСК,среднее,1
33.0,28918.0,наемный,1.0,2.0,9356,21,НСК,высшее,1
41.0,46824.0,наемный,0.0,3.0,17583,14,НСК,неоконченное,0
33.0,27897.0,пенсионер,0.0,1.0,9601,14,ЕКБ,высшее,0
19.0,63330.0,наемный,0.0,1.0,24039,14,НСК,среднее,0
66.0,14039.0,студент,0.0,0.0,4887,30,НСК,среднее_специальное,1
45.0,58587.0,ИП,0.0,2.0,14743,14,СПб,высшее,0
49.0,31434.0,наемный,1.0,0.0,4281,21,ЕКБ,среднее,0
44.0,5000.0,студент,,0.0,2210,14,Москва,среднее_специальное,0
37.0,31742.0,наемный,0.0,1.0,13915,14,СПб,среднее_специальное,0
41.0,53710.0,наемный,0.0,2.0,5493,21,ЕКБ,среднее_специальное,0
,40179.0,наемный,1.0,2.0,17531,21,Москва,среднее_специальное,0
67.0,45652.0,наемный,0.0,3.0,7322,14,ЕКБ,среднее_специальное,0
52.0,55142.0,наемный,0.0,1.0,12856,30,НСК,среднее,0
50.0,16415.0,наемный,0.0,2.0,4355,21,Москва,среднее_специальное,0
50.0,52788.0,наемный,1.0,1.0,19629,21,НСК,среднее_специальное,1
68.0,25553.0,пенсионер,0.0,2.0,3499,14,,неоконченное,0
,44350.0,наемный,0.0,2.0,19099,14,НСК,высшее,0
54.0,5000.0,студент,0.0,3.0,2385,30,ЕКБ,,0
29.0,32448.0,наемный,1.0,0.0,15610,14,НСК,высшее,0
20.0,44888.0,наемный,0.0,2.0,6137,30,ЕКБ,среднее,1
18.0,63845.0,наемный,0.0,1.0,29863,14,ЕКБ,,1
50.0,50033.0,наемный,0.0,2.0,16367,30,НСК,высшее,0
57.0,52655.0,наемный,0.0,2.0,20576,14,Москва,среднее_специальное,0
27.0,13079.0,безработный,0.0,2.0,6176,14,,высшее,1
60.0,5000.0,студент,1.0,2.0,1821,14,НСК,неоконченное,1
61.0,5000.0,,0.0,,1413,30,НСК,среднее,0
46.0,35117.0,наемный,1.0,3.0,10887,7,НСК,неоконченное,0
30.0,5000.0,пенсионер,0.0,0.0,1869,14,НСК,среднее,0
29.0,32750.0,наемный,1.0,,15650,14,НСК,неоконченное,0
48.0,34396.0,наемный,0.0,2.0,15681,7,СПб,среднее,0
63.0,23246.0,пенсионер,,1.0,7690,21,НСК,высшее,0
19.0,61317.0,ИП,0.0,1.0,11307,30,ЕКБ,высшее,0
68.0,43624.0,наемный,0.0,2.0,10412,14,Москва,высшее,0
67.0,39850.0,наемный,0.0,1.0,9752,14,СПб,среднее_специальное,0
52.0,34185.0,наемный,0.0,2.0,7372,14,ЕКБ,,0
40.0,5000.0,безработный,0.0,1.0,1993,14,Москва,высшее,0
34.0,34246.0,наемный,0.0,1.0,14876,30,Москва,высшее,0
43.0,5000.0,студент,1.0,1.0,1139,14,НСК,среднее,0
25.0,44660.0,наемный,0.0,2.0,19581,30,СПб,среднее_специальное,0
46.0,49092.0,наемный,1.0,2.0,19331,14,НСК,среднее,1
43.0,49385.0,наемный,1.0,0.0,13652,7,СПб,,0
27.0,47569.0,наемный,0.0,1.0,18050,14,НСК,высшее,0
43.0,38664.0,наемный,0.0,0.0,15764,30,ЕКБ,,0
51.0,9780.0,безработный,0.0,2.0,3172,14,НСК,среднее,1
68.0,17528.0,пенсионер,0.0,4.0,4859,7,Москва,высшее,0
58.0,5000.0,студент,0.0,1.0,703,21,НСК,среднее,0
24.0,34918.0,пенсионер,0.0,0.0,3510,14,НСК,высшее,0
21.0,23252.0,пенсионер,0.0,2.0,11042,21,НСК,высшее,0
67.0,27536.0,наемный,0.0,2.0,5699,14,ЕКБ,высшее,0
62.0,16735.0,пенсионер,0.0,1.0,6111,14,Москва,неоконченное,0
28.0,31330.0,наемный,1.0,3.0,14955,30,НСК,среднее_специальное,0
46.0,40430.0,наемный,0.0,4.0,17276,14,Москва,высшее,0
53.0,50674.0,наемный,0.0,1.0,7552,30,Москва,,0
42.0,36520.0,наемный,0.0,2.0,15366,14,НСК,высшее,0
38.0,17474.0,наемный,0.0,4.0,6824,21,ЕКБ,среднее_специальное,1
